scenario,year,metric,value,low,high
No interventions,1975.0,asr_cancer_incidence,0.0,0.0,0.0
No interventions,1976.0,asr_cancer_incidence,0.0,0.0,0.0
No interventions,1977.0,asr_cancer_incidence,0.0,0.0,0.0
No interventions,1978.0,asr_cancer_incidence,0.0,0.0,0.0
No interventions,1979.0,asr_cancer_incidence,5.714101415853405,0.0,11.42820283170681
No interventions,1980.0,asr_cancer_incidence,23.834153186742586,10.973578232303689,36.694728141181486
No interventions,1981.0,asr_cancer_incidence,0.0,0.0,0.0
No interventions,1982.0,asr_cancer_incidence,15.624333586177775,0.0,31.24866717235555
No interventions,1983.0,asr_cancer_incidence,24.73273664760704,14.998856944871047,34.46661635034304
No interventions,1984.0,asr_cancer_incidence,11.867556467343375,0.0,23.73511293468675
No interventions,1985.0,asr_cancer_incidence,27.896388321894165,18.286578594507162,37.50619804928117
No interventions,1986.0,asr_cancer_incidence,18.5349454787497,16.971972871819705,20.097918085679698
No interventions,1987.0,asr_cancer_incidence,23.309005903727826,10.888471981116643,35.72953982633901
No interventions,1988.0,asr_cancer_incidence,81.73464392884595,78.79899006927991,84.670297788412
No interventions,1989.0,asr_cancer_incidence,35.346511790385435,34.93248612816864,35.76053745260223
No interventions,1990.0,asr_cancer_incidence,45.3976238424478,27.948390336505035,62.84685734839056
No interventions,1991.0,asr_cancer_incidence,71.23768045979728,52.63955830463,89.83580261496454
No interventions,1992.0,asr_cancer_incidence,83.21519657783074,70.76050516369901,95.66988799196247
No interventions,1993.0,asr_cancer_incidence,86.71916175001216,76.10554220757722,97.33278129244711
No interventions,1994.0,asr_cancer_incidence,81.77394929548585,80.61871745858338,82.92918113238832
No interventions,1995.0,asr_cancer_incidence,106.35680490649824,100.11967130037269,112.5939385126238
No interventions,1996.0,asr_cancer_incidence,59.983266324566436,55.79613939257702,64.17039325655585
No interventions,1997.0,asr_cancer_incidence,80.02014000664843,68.06008954457504,91.98019046872184
No interventions,1998.0,asr_cancer_incidence,139.4219178246796,108.07868109021449,170.76515455914472
No interventions,1999.0,asr_cancer_incidence,42.27642824562386,29.9650390845407,54.58781740670702
No interventions,2000.0,asr_cancer_incidence,101.66307518269599,90.9976319792405,112.3285183861515
No interventions,2001.0,asr_cancer_incidence,76.05698699752712,59.00423159014596,93.10974240490827
No interventions,2002.0,asr_cancer_incidence,125.0708161803826,115.00679735302003,135.13483500774515
No interventions,2003.0,asr_cancer_incidence,128.58242408004404,107.1589363584925,150.00591180159557
No interventions,2004.0,asr_cancer_incidence,92.34893631197909,77.62216130949187,107.0757113144663
No interventions,2005.0,asr_cancer_incidence,96.83724537845694,57.03697970640493,136.63751105050895
No interventions,2006.0,asr_cancer_incidence,109.04183757984148,108.91741486502804,109.16626029465493
No interventions,2007.0,asr_cancer_incidence,93.99637655719638,91.21701014106425,96.7757429733285
No interventions,2008.0,asr_cancer_incidence,101.33604037835335,100.49228261128113,102.17979814542558
No interventions,2009.0,asr_cancer_incidence,126.40292786589492,109.04221169696027,143.76364403482958
No interventions,2010.0,asr_cancer_incidence,103.68973524542784,102.26170525058212,105.11776524027354
No interventions,2011.0,asr_cancer_incidence,65.69856220984578,48.20849409304221,83.18863032664933
No interventions,2012.0,asr_cancer_incidence,128.84294861439963,120.18247905316204,137.50341817563725
No interventions,2013.0,asr_cancer_incidence,140.89276137192638,123.9823479144003,157.80317482945244
No interventions,2014.0,asr_cancer_incidence,128.8952976695076,123.24614213767293,134.54445320134226
No interventions,2015.0,asr_cancer_incidence,127.17623042291913,121.66652546360666,132.6859353822316
No interventions,2016.0,asr_cancer_incidence,141.89096806171642,138.12020694048024,145.66172918295263
No interventions,2017.0,asr_cancer_incidence,132.34491485608754,81.85830703666704,182.831522675508
No interventions,2018.0,asr_cancer_incidence,122.48058878660822,109.47090625628896,135.49027131692748
No interventions,2019.0,asr_cancer_incidence,118.81838937792624,115.12029006858342,122.51648868726906
No interventions,2020.0,asr_cancer_incidence,138.83272169270106,108.35546452839654,169.3099788570056
No interventions,2021.0,asr_cancer_incidence,80.36959473256188,55.821455581578896,104.91773388354486
No interventions,2022.0,asr_cancer_incidence,133.9415198980821,105.78680311660517,162.096236679559
No interventions,2023.0,asr_cancer_incidence,122.8202211043748,91.0436910867644,154.5967511219852
No interventions,2024.0,asr_cancer_incidence,87.39994621345197,81.17116939767152,93.62872302923242
No interventions,2025.0,asr_cancer_incidence,133.61984373415243,119.53137850005442,147.70830896825044
No interventions,2026.0,asr_cancer_incidence,113.69756132489391,111.92676259400343,115.4683600557844
No interventions,2027.0,asr_cancer_incidence,73.09500871101629,65.94408673470843,80.24593068732415
No interventions,2028.0,asr_cancer_incidence,132.54263776304117,131.457183808104,133.62809171797832
No interventions,2029.0,asr_cancer_incidence,99.46427161503942,83.7844324762622,115.14411075381665
No interventions,2030.0,asr_cancer_incidence,115.55018876898475,106.50607853498573,124.59429900298379
No interventions,2031.0,asr_cancer_incidence,140.61728931546085,140.0373967281883,141.1971819027334
No interventions,2032.0,asr_cancer_incidence,104.18094683284038,90.53757509218627,117.82431857349448
No interventions,2033.0,asr_cancer_incidence,110.9043259411039,102.31967707164281,119.48897481056501
No interventions,2034.0,asr_cancer_incidence,167.029642224372,144.87885936676895,189.18042508197505
No interventions,2035.0,asr_cancer_incidence,102.26044700678426,69.70593431917018,134.81495969439834
No interventions,2036.0,asr_cancer_incidence,109.58629520614446,105.96347443989909,113.20911597238984
No interventions,2037.0,asr_cancer_incidence,131.66096198787588,91.0852437864912,172.23668018926057
No interventions,2038.0,asr_cancer_incidence,118.72449935817015,106.0963582773764,131.3526404389639
No interventions,2039.0,asr_cancer_incidence,157.9809779188717,150.3982962726057,165.56365956513773
No interventions,2040.0,asr_cancer_incidence,123.64700884184361,114.17937223981254,133.1146454438747
No interventions,2041.0,asr_cancer_incidence,98.44902140381365,80.57913711723948,116.31890569038782
No interventions,2042.0,asr_cancer_incidence,107.71965226419807,95.8850704423102,119.55423408608596
No interventions,2043.0,asr_cancer_incidence,116.44361338269044,78.19621836657791,154.69100839880298
No interventions,2044.0,asr_cancer_incidence,97.38169882596378,80.75351951446035,114.00987813746723
No interventions,2045.0,asr_cancer_incidence,97.04475890556515,90.90249639856302,103.18702141256729
No interventions,2046.0,asr_cancer_incidence,110.76433598710003,101.31704124194293,120.21163073225712
No interventions,2047.0,asr_cancer_incidence,111.24556809248918,102.14784759711898,120.34328858785938
No interventions,2048.0,asr_cancer_incidence,100.05553492840224,86.46537255078029,113.6456973060242
No interventions,2049.0,asr_cancer_incidence,111.54695760585018,101.3222134103523,121.77170180134806
No interventions,2050.0,asr_cancer_incidence,131.84061595047257,129.79022853850807,133.89100336243703
No interventions,2051.0,asr_cancer_incidence,102.94494620886087,97.55596125898965,108.3339311587321
No interventions,1975.0,cancer_incidence_with_hiv,0.0,0.0,0.0
No interventions,1976.0,cancer_incidence_with_hiv,0.0,0.0,0.0
No interventions,1977.0,cancer_incidence_with_hiv,0.0,0.0,0.0
No interventions,1978.0,cancer_incidence_with_hiv,0.0,0.0,0.0
No interventions,1979.0,cancer_incidence_with_hiv,0.0,0.0,0.0
No interventions,1980.0,cancer_incidence_with_hiv,0.0,0.0,0.0
