scenario,metric,value,low,high
S&TxV&T&T 35%,dalys,1653531.5474094404,1277304.7550257805,2435398.9357432
S&TxV&T&T 35%,screens,13791858.6423,11984308.582999999,17007769.73734
S&TxV&T&T 35%,ablations,1703448.7582,1125813.1266599998,2626599.4377399995
S&TxV&T&T 35%,leeps,81464.10829999999,55401.5508,115896.46998
S&TxV&T&T 35%,cancer_treatments,198522.2237,155392.41426,265242.3709
S&TxV&T&T 35%,vaccinations,13543296.3082,13533407.42924,13569448.22304
S&TxV&T&T 35%,txvs,4546054.672499999,2997253.68406,7116001.556679999
S&TxV&T&T 35%,excisions,0.0,0.0,0.0
S&TxV 35%,asr_cancer_incidence,783.8228873473483,661.0094875005343,1038.8813910006356
S&TxV 35%,cancer_incidence,736.3495550453663,600.5003997981548,993.0975197911263
S&TxV 35%,cancer_incidence_with_hiv,4173.175972700119,3522.4260416507723,4663.069818043708
S&TxV 35%,cancer_incidence_no_hiv,699.1618345081806,565.3783314049244,952.1222671985626
S&TxV 35%,cancers,86424.92244149178,68853.39844092524,120891.23430125894
S&TxV 35%,cancers_with_hiv,4301.066480938134,3798.2825481348077,5142.216873913423
S&TxV 35%,cancers_no_hiv,80933.91845077563,64228.86216447546,114769.07404659598
S&TxV 35%,cancer_deaths,80966.67784449478,67218.7547654278,107317.8562194205
S&TxV 35%,yll,1441316.5671399492,1070598.8892915074,2225947.439743231
S&TxV 35%,yld,108140.58547264675,82641.29797791436,159704.06093495822
S&TxV 35%,dalys,1549457.152612596,1153240.1872694218,2385651.500678189
S&TxV 35%,screens,14011081.9831,11977100.424239999,18141267.59524
S&TxV 35%,ablations,67911.5784,64754.28572,78872.74544
S&TxV 35%,leeps,2978.578,2025.4330400000001,4467.867
S&TxV 35%,cancer_treatments,7893.2317,6135.870680000001,10454.808780000001
S&TxV 35%,vaccinations,13538679.5123,13524054.69432,13561346.49088
S&TxV 35%,txvs,4746066.1852,2997760.04232,8060776.712499999
S&TxV 35%,excisions,0.0,0.0,0.0
S&T&T 70%,asr_cancer_incidence,782.0611213644376,686.3791096627814,1023.2763450081889
S&T&T 70%,cancer_incidence,738.4370705485344,635.4908327400684,978.2119578719139
S&T&T 70%,cancer_incidence_with_hiv,4081.3968591690063,3529.5503499746324,4546.203440403938
S&T&T 70%,cancer_incidence_no_hiv,705.903902888298,599.0547090709209,938.761335837841
S&T&T 70%,cancers,87241.05251535155,71492.71586888109,118936.98959448864
S&T&T 70%,cancers_with_hiv,4193.837649813929,3765.518177385426,5059.114541193373
S&T&T 70%,cancers_no_hiv,82481.28971076832,66755.58990135127,113123.40956844315
S&T&T 70%,cancer_deaths,81546.01100454858,70663.4794297913,105270.97761420094
S&T&T 70%,yll,1537460.2899625695,1110332.1421557788,2175204.9353204966
S&T&T 70%,yld,110321.69284469093,85891.38686334534,157432.5864411518
S&T&T 70%,dalys,1651879.888262036,1196223.529019124,2332637.5217616484
S&T&T 70%,screens,27501359.6029,22991435.081540003,33411811.49986
S&T&T 70%,ablations,3582931.4762,2139929.5783200003,5247569.363059999
S&T&T 70%,leeps,173204.3107,106186.3057,247519.83179999999
S&T&T 70%,cancer_treatments,360556.8669,270008.0957,471359.96849999996
S&T&T 70%,vaccinations,13539424.1568,13515327.46078,13561227.34776
S&T&T 70%,txvs,0.0,0.0,0.0
S&T&T 70%,excisions,0.0,0.0,0.0
S&T 70%,asr_cancer_incidence,644.2848282587885,571.7668123006597,823.1732653997502
S&T 70%,cancer_incidence,565.8772898316383,507.41290152072906,753.19359588027
S&T 70%,cancer_incidence_with_hiv,3712.2039728164673,3036.829687833786,4180.564073419571
S&T 70%,cancer_incidence_no_hiv,535.3195669278502,477.83154543042184,715.0982929706573
S&T 70%,cancers,62758.63365906438,55860.544551743194,87746.81366349116
S&T 70%,cancers_with_hiv,3834.9190166036333,3309.200038095892,4642.411494909573
S&T 70%,cancers_no_hiv,58602.03072975608,52002.09798310865,82506.3096409112
S&T 70%,cancer_deaths,63807.092504092696,56106.87203074598,81657.11188945179
S&T 70%,yll,1031656.2587406973,828186.0918607832,1486986.4032764253
S&T 70%,yld,74255.04977548576,65517.241147140936,111151.28091786182
S&T 70%,dalys,1103519.9929944752,893703.3330079241,1598137.684194287
S&T 70%,screens,25477862.6386,21986254.363879997,30178684.223979995
S&T 70%,ablations,5538367.9332,3462894.7827999997,8285897.637739998
S&T 70%,leeps,263008.4374,172191.59418000001,377475.1899399999
S&T 70%,cancer_treatments,304708.5294,232269.51244,384117.4188799999
S&T 70%,vaccinations,13541807.0192,13516935.8929,13564325.06888
S&T 70%,txvs,0.0,0.0,0.0
S&T 70%,excisions,0.0,0.0,0.0
S&TxV&T&T 70%,asr_cancer_incidence,696.0389794610385,620.0249850306351,894.4258783176056
S&TxV&T&T 70%,cancer_incidence,632.8623457178473,554.1769959129393,818.4467511415481
S&TxV&T&T 70%,cancer_incidence_with_hiv,3831.3488515615463,3315.8536780118943,4462.379866433143
S&TxV&T&T 70%,cancer_incidence_no_hiv,599.1166236326098,518.9158869698643,779.5412711024284
S&TxV&T&T 70%,cancers,71168.64781439758,62801.226403759276,95518.51822071767
S&TxV&T&T 70%,cancers_with_hiv,3998.7408084899644,3575.782789102102,4968.863610170599
S&TxV&T&T 70%,cancers_no_hiv,66822.90548646552,58221.96397739996,90057.59990952679
S&TxV&T&T 70%,cancer_deaths,69819.35098250603,62662.42389755621,88311.85041997545
S&TxV&T&T 70%,yll,1216307.930697449,988585.5347091606,1669330.8322065996
S&TxV&T&T 70%,yld,86860.8303342858,75079.37994958485,120772.51937056494
S&TxV&T&T 70%,dalys,1304190.6633767262,1063664.9146587455,1790103.3515771646
S&TxV&T&T 70%,screens,25458501.8816,22437181.2873,29466625.367299996
S&TxV&T&T 70%,ablations,2825925.8775,1937952.20414,3947658.3522999994
S&TxV&T&T 70%,leeps,130312.7875,88016.9799,187561.05665999997
S&TxV&T&T 70%,cancer_treatments,313495.3345,255859.85020000002,395972.15932
S&TxV&T&T 70%,vaccinations,13553423.4734,13517055.03602,13574482.01986
S&TxV&T&T 70%,txvs,7482187.936000001,5059829.59172,10615949.849799998
S&TxV&T&T 70%,excisions,0.0,0.0,0.0
S&TxV 70%,asr_cancer_incidence,626.3290209980966,557.6338409328986,782.1535409116932
S&TxV 70%,cancer_incidence,558.201607376337,495.2681644231081,705.9545505583286
S&TxV 70%,cancer_incidence_with_hiv,3637.6248239278793,3036.1419084787367,4118.7310295343395
S&TxV 70%,cancer_incidence_no_hiv,528.398383975029,461.294056931138,667.7323306262492
S&TxV 70%,cancers,64097.50363400896,55704.16912823852,80995.27187835953
S&TxV 70%,cancers_with_hiv,3857.258362755181,3339.8794010185375,4619.178588193956
S&TxV 70%,cancers_no_hiv,60061.53380284414,51408.466923901906,75824.16776270617
S&TxV 70%,cancer_deaths,62244.82792973088,56316.26658519734,76556.2977834215
S&TxV 70%,yll,995385.0521500474,843938.1251547824,1305984.6080986077
S&TxV 70%,yld,77255.03144739068,66250.77813734347,100635.40429360112
S&TxV 70%,dalys,1068631.3827410042,911427.4958404814,1406620.012392209
S&TxV 70%,screens,25755466.1082,22922481.000839997,29117089.238999996
S&TxV 70%,ablations,154439.26929999999,142197.31372,181276.25707999998
S&TxV 70%,leeps,6850.7294,5659.2982,8429.375740000001
S&TxV 70%,cancer_treatments,18169.3258,15637.5345,23113.76528
S&TxV 70%,vaccinations,13549700.2509,13538381.6545,13586247.402959999
S&TxV 70%,txvs,7666412.9853,5414637.80308,10238832.089219999
S&TxV 70%,excisions,0.0,0.0,0.0
"S&T 70%, 50% LTFU",asr_cancer_incidence,739.60591260048,653.1616788961379,925.8054551699454
"S&T 70%, 50% LTFU",cancer_incidence,679.3359717428684,596.1843487977982,859.6041712999344
"S&T 70%, 50% LTFU",cancer_incidence_with_hiv,4064.4541289806366,3404.940890836716,4723.506794404983
"S&T 70%, 50% LTFU",cancer_incidence_no_hiv,646.9710018932819,560.4815943449736,817.4913614869117
"S&T 70%, 50% LTFU",cancers,77728.96484810198,68915.94814899699,101799.74290584617
"S&T 70%, 50% LTFU",cancers_with_hiv,4271.280684404993,3662.161516826349,5163.066879002221
"S&T 70%, 50% LTFU",cancers_no_hiv,73133.02281151543,64189.24726221113,95812.21270636786
"S&T 70%, 50% LTFU",cancer_deaths,75226.95919705741,67073.1017068492,92757.97329053139
"S&T 70%, 50% LTFU",yll,1351320.1212862055,1137042.8775095388,1801268.752694375
"S&T 70%, 50% LTFU",yld,96182.56500406962,85105.74015117662,131444.0410342358
"S&T 70%, 50% LTFU",dalys,1443982.8175647738,1223379.687176598,1932712.793728611
"S&T 70%, 50% LTFU",screens,26688207.8089,23862698.93232,30500251.50486
"S&T 70%, 50% LTFU",ablations,4331448.127599999,3183802.0242,5863569.079239999
"S&T 70%, 50% LTFU",leeps,130610.6453,108062.80984,178327.46485999998
"S&T 70%, 50% LTFU",cancer_treatments,345663.9769,283173.41046,422451.71773999993
"S&T 70%, 50% LTFU",vaccinations,13556550.9803,13539066.727440001,13564295.2831
"S&T 70%, 50% LTFU",txvs,0.0,0.0,0.0
"S&T 70%, 50% LTFU",excisions,0.0,0.0,0.0
"Mass TxV 90/0, 18%",asr_cancer_incidence,855.004527076807,764.255903329159,1096.9503948173171
"Mass TxV 90/0, 18%",cancer_incidence,810.920157790184,701.5213554263115,1043.0259347319602
"Mass TxV 90/0, 18%",cancer_incidence_with_hiv,4374.494246840477,3868.408692741394,4811.097262692451
"Mass TxV 90/0, 18%",cancer_incidence_no_hiv,775.4347292482853,664.4221894592047,1001.5910573720931
"Mass TxV 90/0, 18%",cancers,95852.12074471582,78752.10486649117,126906.4709710187
"Mass TxV 90/0, 18%",cancers_with_hiv,4466.3775459792805,4112.820346557947,5340.292277802756
"Mass TxV 90/0, 18%",cancers_no_hiv,90673.86763285476,73689.71913240755,120748.56864836783
"Mass TxV 90/0, 18%",cancer_deaths,88308.87250114846,76680.50439569728,111277.57752604902
"Mass TxV 90/0, 18%",yll,1713178.7304476541,1282938.6813142914,2428665.264627921
"Mass TxV 90/0, 18%",yld,122280.81533074651,96161.1982295581,169334.66164839637
"Mass TxV 90/0, 18%",dalys,1831514.9748440124,1379099.8795438495,2597999.926276317
"Mass TxV 90/0, 18%",screens,7507803.706800001,6457616.67556,9213367.255379999
"Mass TxV 90/0, 18%",ablations,985462.5312999999,633632.8979399999,1490033.6445
"Mass TxV 90/0, 18%",leeps,46912.6035,28356.062560000002,66898.86188
"Mass TxV 90/0, 18%",cancer_treatments,111994.5328,85961.76108,147439.61099999998
"Mass TxV 90/0, 18%",vaccinations,13556550.9803,13533198.92878,13574839.44922
"Mass TxV 90/0, 18%",txvs,1694215.1664,1605691.8282400002,1850501.1540599999
"Mass TxV 90/0, 18%",excisions,0.0,0.0,0.0
"Mass TxV 50/90, 18%",asr_cancer_incidence,830.1977712576844,742.3945317772722,1048.642221441748
"Mass TxV 50/90, 18%",cancer_incidence,784.5982928276062,666.7446608930826,1004.5944417476653
"Mass TxV 50/90, 18%",cancer_incidence_with_hiv,4230.606660485268,3545.742954325676,4829.168656492233
"Mass TxV 50/90, 18%",cancer_incidence_no_hiv,750.1837599873543,631.1150740504265,963.0791813135146
"Mass TxV 50/90, 18%",cancers,93466.27960394762,75398.22669128394,123062.61752767608
"Mass TxV 50/90, 18%",cancers_with_hiv,4371.06303629783,3854.577660812651,5200.299104557024
"Mass TxV 50/90, 18%",cancers_no_hiv,88457.80598326963,70557.1484668911,116905.01204214676
"Mass TxV 50/90, 18%",cancer_deaths,85826.22777255737,73338.54014985326,108168.24035700418
"Mass TxV 50/90, 18%",yll,1711692.3555392642,1215269.7718374839,2285016.2650960395
"Mass TxV 50/90, 18%",yld,119205.9516655468,91822.04538393088,163549.3206146847
"Mass TxV 50/90, 18%",dalys,1830496.4308490264,1307091.817221415,2448565.5857107244
"Mass TxV 50/90, 18%",screens,7733728.8481,6463663.1889,9001530.78802
"Mass TxV 50/90, 18%",ablations,1019567.2494,591754.0912599999,1405144.1715
"Mass TxV 50/90, 18%",leeps,47657.248,26449.772640000003,70830.58483999998
"Mass TxV 50/90, 18%",cancer_treatments,113781.6796,86319.19043999999,140410.16692
"Mass TxV 50/90, 18%",vaccinations,13552083.1133,13534211.6453,13562954.923
"Mass TxV 50/90, 18%",txvs,1694215.1664,1605691.8282400002,1850501.1540599999
"Mass TxV 50/90, 18%",excisions,0.0,0.0,0.0
HPV-Faster 18%,asr_cancer_incidence,827.2878768648031,707.3801899550939,1056.6677346431256
HPV-Faster 18%,cancer_incidence,780.7790958881378,658.1226688325405,1020.855657505989
HPV-Faster 18%,cancer_incidence_with_hiv,4112.978745222092,3714.612436890602,4710.499117922783
HPV-Faster 18%,cancer_incidence_no_hiv,747.3618971705437,622.8235377758741,981.5510585784912
HPV-Faster 18%,cancers,92574.19594119547,77381.6622084007,125789.20730173076
HPV-Faster 18%,cancers_with_hiv,4253.409229010125,3910.8727772631573,5149.3654271106325
