scenario,metric,value,low,high
S&T&T 35%,cancers_with_hiv,1583.114243030548,973.995028448105,2244.0607236385354
S&T&T 35%,cancers_no_hiv,65142.98934793472,61005.44668326378,69451.50271463393
S&T&T 35%,cancer_deaths,59766.66157531738,55706.56117553711,64007.263485717776
S&T&T 35%,ablations,1277976.6364135742,,
S&T&T 35%,txvs,0.0,,
S&T&T 35%,vaccinations,0.0,,
S&T&T 35%,screens,18379771.764648438,,
S&T&T 35%,excisions,0.0,,
S&T&T 35%,leeps,726245.8116817474,,
S&T&T 35%,cancer_treatments,0.0,,
S&T 35%,cancers,56816.37423706055,52554.92287216187,60606.912702941896
S&T 35%,cancers_with_hiv,1325.467247724533,796.4717791557314,1975.9887038230897
S&T 35%,cancers_no_hiv,55423.889078855515,51322.08922014236,59180.47175903319
S&T 35%,cancer_deaths,51422.17378234863,47567.29742355347,55120.97267761231
S&T 35%,ablations,3702053.832763672,,
S&T 35%,txvs,0.0,,
S&T 35%,vaccinations,0.0,,
S&T 35%,screens,18389550.333007812,,
S&T 35%,excisions,0.0,,
S&T 35%,leeps,2437510.1790771484,,
S&T 35%,cancer_treatments,0.0,,
S&TxV&T&T 35%,cancers,52475.09724807739,48880.25149993895,56466.98750991821
S&TxV&T&T 35%,cancers_with_hiv,1334.4029762744904,832.2147129535676,1981.6479949474333
S&TxV&T&T 35%,cancers_no_hiv,51079.63366007805,47542.87003445625,55027.14311351776
S&TxV&T&T 35%,cancer_deaths,49468.2261428833,45787.89452438354,53137.53668823242
S&TxV&T&T 35%,ablations,1083966.982055664,,
S&TxV&T&T 35%,txvs,4006124.7568359375,,
S&TxV&T&T 35%,vaccinations,0.0,,
S&TxV&T&T 35%,screens,18535173.186523438,,
S&TxV&T&T 35%,excisions,0.0,,
S&TxV&T&T 35%,leeps,633403.5322990417,,
S&TxV&T&T 35%,cancer_treatments,0.0,,
S&TxV 35%,cancers,45654.15391921997,42053.05324554444,49306.78435134887
S&TxV 35%,cancers_with_hiv,1276.320702791214,756.2609724044801,1831.527659845352
S&TxV 35%,cancers_no_hiv,44349.53670144081,40792.81687812805,47895.831704807286
S&TxV 35%,cancer_deaths,43493.19771194458,40124.72342529296,46892.35136260986
S&TxV 35%,ablations,85884.3095703125,,
S&TxV 35%,txvs,4107009.1762695312,,
S&TxV 35%,vaccinations,0.0,,
S&TxV 35%,screens,18530886.952148438,,
S&TxV 35%,excisions,0.0,,
S&TxV 35%,leeps,42563.876415252686,,
S&TxV 35%,cancer_treatments,0.0,,
S&T&T 70%,cancers,62369.93300628662,57997.97629013061,66817.54554138184
S&T&T 70%,cancers_with_hiv,1416.3138716220856,884.0419725418093,2147.8526526927953
S&T&T 70%,cancers_no_hiv,60874.68699550629,56578.68382019998,65327.06547379494
S&T&T 70%,cancer_deaths,56216.19596862793,52212.98633117676,60186.93885803222
S&T&T 70%,ablations,1703880.583984375,,
S&T&T 70%,txvs,0.0,,
S&T&T 70%,vaccinations,0.0,,
S&T&T 70%,screens,24874115.856445312,,
S&T&T 70%,excisions,0.0,,
S&T&T 70%,leeps,993358.7183036804,,
S&T&T 70%,cancer_treatments,0.0,,
S&T 70%,cancers,49801.82334136963,46444.072452545166,53581.340900421135
S&T 70%,cancers_with_hiv,1221.2170107364655,708.0080098629,1769.573242044449
S&T 70%,cancers_no_hiv,48598.47767472267,45255.61962947845,52308.59432382583
S&T 70%,cancer_deaths,45855.21042251587,42462.60945281982,49406.56968536377
S&T 70%,ablations,4933853.429931641,,
S&T 70%,txvs,0.0,,
S&T 70%,vaccinations,0.0,,
S&T 70%,screens,24869534.723632812,,
S&T 70%,excisions,0.0,,
S&T 70%,leeps,3264443.786743164,,
S&T 70%,cancer_treatments,0.0,,
S&TxV&T&T 70%,cancers,45736.0647277832,42269.59593887329,49262.70091590881
S&TxV&T&T 70%,cancers_with_hiv,1219.7277204990387,762.8138455867768,1796.6783002853392
S&TxV&T&T 70%,cancers_no_hiv,44520.80508732796,40973.318731498715,47923.532376384734
S&TxV&T&T 70%,cancer_deaths,44114.23159790039,40624.82694168091,47605.72098693848
S&TxV&T&T 70%,ablations,1377937.7397460938,,
S&TxV&T&T 70%,txvs,4968518.056152344,,
S&TxV&T&T 70%,vaccinations,0.0,,
S&TxV&T&T 70%,screens,25019535.991210938,,
S&TxV&T&T 70%,excisions,0.0,,
S&TxV&T&T 70%,leeps,805213.8698234558,,
S&TxV&T&T 70%,cancer_treatments,0.0,,
S&TxV 70%,cancers,38440.03829956055,35566.30650787353,41832.63843154907
S&TxV 70%,cancers_with_hiv,1142.2846896648407,686.2643882274629,1692.130208349228
S&TxV 70%,cancers_no_hiv,37272.43586564064,34439.212435007095,40585.80584044457
S&TxV 70%,cancer_deaths,37960.4888343811,34784.72867012025,40944.726261138916
S&TxV 70%,ablations,138414.52868652344,,
S&TxV 70%,txvs,5252951.4306640625,,
S&TxV 70%,vaccinations,0.0,,
S&TxV 70%,screens,24989878.344726562,,
S&TxV 70%,excisions,0.0,,
S&TxV 70%,leeps,68161.77540206909,,
S&TxV 70%,cancer_treatments,0.0,,
"Mass TxV 90/0, 18%",cancers,68455.16819000244,64172.568521881105,72689.81244506835
"Mass TxV 90/0, 18%",cancers_with_hiv,1554.8177542686462,971.9100222587588,2236.3164230346683
"Mass TxV 90/0, 18%",cancers_no_hiv,66858.65056920052,62654.68531641959,71121.59156270027
"Mass TxV 90/0, 18%",cancer_deaths,61114.468185424805,56929.26764526367,65163.249697875974
"Mass TxV 90/0, 18%",ablations,827356.5595703125,,
"Mass TxV 90/0, 18%",txvs,591086.875,,
"Mass TxV 90/0, 18%",vaccinations,0.0,,
"Mass TxV 90/0, 18%",screens,12166946.749023438,,
"Mass TxV 90/0, 18%",excisions,0.0,,
"Mass TxV 90/0, 18%",leeps,481350.10856056213,,
"Mass TxV 90/0, 18%",cancer_treatments,0.0,,
"Mass TxV 50/90, 18%",cancers,66602.4926071167,62055.99079589843,71109.67662353514
"Mass TxV 50/90, 18%",cancers_with_hiv,1501.2033455371857,952.2514089107515,2175.5534298419952
"Mass TxV 50/90, 18%",cancers_no_hiv,65025.33564925194,60527.384819984436,69553.37001509666
"Mass TxV 50/90, 18%",cancer_deaths,59330.29978942871,55409.29902801513,63397.548645019524
"Mass TxV 50/90, 18%",ablations,837766.6866760254,,
"Mass TxV 50/90, 18%",txvs,591086.875,,
"Mass TxV 50/90, 18%",vaccinations,0.0,,
"Mass TxV 50/90, 18%",screens,12129243.971679688,,
"Mass TxV 50/90, 18%",excisions,0.0,,
"Mass TxV 50/90, 18%",leeps,497312.309551239,,
"Mass TxV 50/90, 18%",cancer_treatments,0.0,,
HPV-Faster 18%,cancers,60146.42567062378,55831.359616851805,64367.36899414062
HPV-Faster 18%,cancers_with_hiv,1456.5246798992157,879.2762466907503,2087.3875192642213
HPV-Faster 18%,cancers_no_hiv,58666.072652339935,54369.17580480576,62803.020204448694
HPV-Faster 18%,cancer_deaths,54655.420722961426,50837.180830383295,58320.56150665284
HPV-Faster 18%,ablations,992337.0212097168,,
HPV-Faster 18%,txvs,0.0,,
HPV-Faster 18%,vaccinations,61531.46484375,,
HPV-Faster 18%,screens,12151618.552734375,,
HPV-Faster 18%,excisions,141497.34375,,
HPV-Faster 18%,leeps,484483.56704616547,,
HPV-Faster 18%,cancer_treatments,0.0,,
"Mass TxV 90/0, 35%",cancers,65247.239643096924,61021.53115997314,69554.56121368408
"Mass TxV 90/0, 35%",cancers_with_hiv,1481.8425920009613,968.9314447879793,2208.6156479835518
"Mass TxV 90/0, 35%",cancers_no_hiv,63622.425614118576,59589.43102183342,67982.17046117783
"Mass TxV 90/0, 35%",cancer_deaths,58698.84095001221,54612.231375122064,62380.66162261963
"Mass TxV 90/0, 35%",ablations,810935.6530151367,,
"Mass TxV 90/0, 35%",txvs,1161589.0,,
"Mass TxV 90/0, 35%",vaccinations,0.0,,
"Mass TxV 90/0, 35%",screens,12223235.872070312,,
"Mass TxV 90/0, 35%",excisions,0.0,,
"Mass TxV 90/0, 35%",leeps,478079.6288075447,,
"Mass TxV 90/0, 35%",cancer_treatments,0.0,,
"Mass TxV 50/90, 35%",cancers,61589.5457611084,57759.98799896241,66002.60704421997
"Mass TxV 50/90, 35%",cancers_with_hiv,1405.8888511657715,833.108286380768,2058.197450828552
"Mass TxV 50/90, 35%",cancers_no_hiv,60130.042694330215,56346.95036258697,64457.02320313454
"Mass TxV 50/90, 35%",cancer_deaths,55242.20071411133,51418.00374908447,59198.94433288574
"Mass TxV 50/90, 35%",ablations,821947.4544067383,,
"Mass TxV 50/90, 35%",txvs,1161589.0,,
"Mass TxV 50/90, 35%",vaccinations,0.0,,
"Mass TxV 50/90, 35%",screens,12302087.760742188,,
"Mass TxV 50/90, 35%",excisions,0.0,,
"Mass TxV 50/90, 35%",leeps,484108.27025175095,,
"Mass TxV 50/90, 35%",cancer_treatments,0.0,,
HPV-Faster 35%,cancers,57418.048431396484,53112.21576232909,61302.41239089966
HPV-Faster 35%,cancers_with_hiv,1343.3387126922607,808.0882308959963,2015.6037904262544
HPV-Faster 35%,cancers_no_hiv,55940.67375302315,51811.17287340164,59939.414975738524
HPV-Faster 35%,cancer_deaths,52212.986335754395,48434.65961685181,55666.05253295899
HPV-Faster 35%,ablations,1154940.5922546387,,
HPV-Faster 35%,txvs,0.0,,
HPV-Faster 35%,vaccinations,264021.15625,,
HPV-Faster 35%,screens,11958749.770507812,,
HPV-Faster 35%,excisions,271527.1875,,
HPV-Faster 35%,leeps,485362.25269794464,,
HPV-Faster 35%,cancer_treatments,0.0,,
"Mass TxV 90/0, 70%",cancers,59590.92043304443,55484.65265808106,63565.23704223633
"Mass TxV 90/0, 70%",cancers_with_hiv,1359.7208905220032,857.234766674042,2065.643897104263
"Mass TxV 90/0, 70%",cancers_no_hiv,58185.03174376488,54075.78545856475,62135.519888877876
"Mass TxV 90/0, 70%",cancer_deaths,53720.14697647095,50145.85268859864,57513.66434326172
"Mass TxV 90/0, 70%",ablations,741052.2729110718,,
"Mass TxV 90/0, 70%",txvs,2314862.0,,
"Mass TxV 90/0, 70%",vaccinations,0.0,,
"Mass TxV 90/0, 70%",screens,12248771.104492188,,
"Mass TxV 90/0, 70%",excisions,0.0,,
"Mass TxV 90/0, 70%",leeps,429832.62431049347,,
"Mass TxV 90/0, 70%",cancer_treatments,0.0,,
"Mass TxV 50/90, 70%",cancers,51830.235206604004,48076.63112869262,55876.93124771118
"Mass TxV 50/90, 70%",cancers_with_hiv,1183.9847836494446,666.9036303520204,1755.8717813491824
"Mass TxV 50/90, 70%",cancers_no_hiv,50540.51092004776,46936.13352794647,54611.333510589604
"Mass TxV 50/90, 70%",cancer_deaths,46984.09163284302,43268.91065979004,50403.79756774902
"Mass TxV 50/90, 70%",ablations,770450.8299560547,,
"Mass TxV 50/90, 70%",txvs,2314862.0,,
"Mass TxV 50/90, 70%",vaccinations,0.0,,
"Mass TxV 50/90, 70%",screens,12177023.252929688,,
"Mass TxV 50/90, 70%",excisions,0.0,,
"Mass TxV 50/90, 70%",leeps,453145.9493789673,,
"Mass TxV 50/90, 70%",cancer_treatments,0.0,,
HPV-Faster 70%,cancers,48902.2936668396,45062.906268310544,52734.53271102906
HPV-Faster 70%,cancers_with_hiv,1140.7954032421112,650.521452522278,1667.1101490974427
HPV-Faster 70%,cancers_no_hiv,47783.83766627312,43967.98117761612,51538.931188344955
HPV-Faster 70%,cancer_deaths,44858.875915527344,41421.00049209595,48493.93306274414
HPV-Faster 70%,ablations,1461108.6662406921,,
HPV-Faster 70%,txvs,0.0,,
HPV-Faster 70%,vaccinations,1056558.375,,
HPV-Faster 70%,screens,11657880.518554688,,
HPV-Faster 70%,excisions,537993.75,,
HPV-Faster 70%,leeps,481981.56334638596,,
HPV-Faster 70%,cancer_treatments,0.0,,
