scenario,metric,value,low,high
S&T&T 35%,cancers_with_hiv,1474.396145105362,958.5064200878146,2120.449734926224
S&T&T 35%,cancers_no_hiv,62420.56920862198,58165.37258720397,66775.54812674523
S&T&T 35%,cancer_deaths,57742.71738433838,53795.20716171265,61367.34923858642
S&T&T 35%,ablations,1257960.5990600586,,
S&T&T 35%,txvs,0.0,,
S&T&T 35%,vaccinations,0.0,,
S&T&T 35%,screens,18517837.782226562,,
S&T&T 35%,excisions,0.0,,
S&T&T 35%,leeps,728256.3501586914,,
S&T&T 35%,cancer_treatments,0.0,,
S&T 35%,cancers,54636.05533218384,50545.574655151366,58592.50045013428
S&T 35%,cancers_with_hiv,1261.4278111457825,792.003910493851,1890.503504228592
S&T 35%,cancers_no_hiv,53343.35252356529,49295.46516194343,57182.739711761475
S&T 35%,cancer_deaths,49836.080627441406,46039.88220367432,53617.9818649292
S&T 35%,ablations,3618486.9196777344,,
S&T 35%,txvs,0.0,,
S&T 35%,vaccinations,0.0,,
S&T 35%,screens,18399162.319335938,,
S&T 35%,excisions,0.0,,
S&T 35%,leeps,2397892.0989990234,,
S&T 35%,cancer_treatments,0.0,,
S&TxV&T&T 35%,cancers,51049.84790420532,47356.70881996155,55090.5869102478
S&TxV&T&T 35%,cancers_with_hiv,1349.2958664894104,850.9797513961794,1885.4399286270143
S&TxV&T&T 35%,cancers_no_hiv,49722.891396045685,46077.40977077484,53677.54938740729
S&TxV&T&T 35%,cancer_deaths,48503.16670227051,44667.35342559815,51703.94707717896
S&TxV&T&T 35%,ablations,1014980.1367797852,,
S&TxV&T&T 35%,txvs,3896811.0375976562,,
S&TxV&T&T 35%,vaccinations,0.0,,
S&TxV&T&T 35%,screens,18506939.397460938,,
S&TxV&T&T 35%,excisions,0.0,,
S&TxV&T&T 35%,leeps,595033.4876098633,,
S&TxV&T&T 35%,cancer_treatments,0.0,,
S&TxV 35%,cancers,44359.96189117432,40985.82858810425,47818.68667144775
S&TxV 35%,cancers_with_hiv,1248.0242111682892,771.1538597583772,1785.6575599193575
S&TxV 35%,cancers_no_hiv,43101.51268076897,39811.07752604484,46508.70790214539
S&TxV 35%,cancer_deaths,42516.22401428223,39019.37309036255,45854.01898651123
S&TxV 35%,ablations,76886.0258178711,,
S&TxV 35%,txvs,4155139.96875,,
S&TxV 35%,vaccinations,0.0,,
S&TxV 35%,screens,18492022.629882812,,
S&TxV 35%,excisions,0.0,,
S&TxV 35%,leeps,37824.96154785156,,
S&TxV 35%,cancer_treatments,0.0,,
S&T&T 70%,cancers,59696.65939331055,55414.655696105954,63621.82956848144
S&T&T 70%,cancers_with_hiv,1410.3567161560059,858.7240571498872,2032.87954249382
S&T&T 70%,cancers_no_hiv,58283.32430291176,54080.848599338526,62097.09571442605
S&T&T 70%,cancer_deaths,53799.07940673828,49991.8603729248,57763.86521301268
S&T&T 70%,ablations,1689139.5814819336,,
S&T&T 70%,txvs,0.0,,
S&T&T 70%,vaccinations,0.0,,
S&T&T 70%,screens,24851693.071289062,,
S&T&T 70%,excisions,0.0,,
S&T&T 70%,leeps,1004156.0594482422,,
S&T&T 70%,cancer_treatments,0.0,,
S&T 70%,cancers,48372.10605239868,44741.2192527771,51962.18613128662
S&T 70%,cancers_with_hiv,1149.731136083603,661.5421929359437,1715.065258693695
S&T 70%,cancers_no_hiv,47214.928402900696,43574.21238851548,50777.30767331123
S&T 70%,cancer_deaths,44639.95037460327,41403.12902984619,47827.62509002686
S&T 70%,ablations,4927613.290771484,,
S&T 70%,txvs,0.0,,
S&T 70%,vaccinations,0.0,,
S&T 70%,screens,24845849.094726562,,
S&T 70%,excisions,0.0,,
S&T 70%,leeps,3231596.0299072266,,
S&T 70%,cancer_treatments,0.0,,
S&TxV&T&T 70%,cancers,44382.30101776123,41062.6759777069,47659.33254165649
S&TxV&T&T 70%,cancers_with_hiv,1213.770563364029,768.770998477936,1749.6167637825013
S&TxV&T&T 70%,cancers_no_hiv,43168.530610084534,39885.54202103614,46367.82129154206
S&TxV&T&T 70%,cancer_deaths,42976.41459274292,39678.234848022454,46232.59645767211
S&TxV&T&T 70%,ablations,1365216.2350463867,,
S&TxV&T&T 70%,txvs,4955742.892089844,,
S&TxV&T&T 70%,vaccinations,0.0,,
S&TxV&T&T 70%,screens,24969326.204101562,,
S&TxV&T&T 70%,excisions,0.0,,
S&TxV&T&T 70%,leeps,807388.2285766602,,
S&TxV&T&T 70%,cancer_treatments,0.0,,
S&TxV 70%,cancers,37375.19675064087,34222.96769237519,40507.7670753479
S&TxV 70%,cancers_with_hiv,1079.7345507144928,649.0321613788606,1619.4529044628143
S&TxV 70%,cancers_no_hiv,36268.655017375946,33139.06316456794,39319.61241140366
S&TxV 70%,cancer_deaths,36874.79708957672,33836.94522609711,39767.29434509277
S&TxV 70%,ablations,124882.84405517578,,
S&TxV 70%,txvs,5286457.41796875,,
S&TxV 70%,vaccinations,0.0,,
S&TxV 70%,screens,24917239.678710938,,
S&TxV 70%,excisions,0.0,,
S&TxV 70%,leeps,59264.76330566406,,
S&TxV 70%,cancer_treatments,0.0,,
"Mass TxV 90/0, 18%",cancers,65915.93017196655,61476.06196746826,70159.51028747557
"Mass TxV 90/0, 18%",cancers_with_hiv,1530.9891271591187,968.3357300758364,2171.681274414063
"Mass TxV 90/0, 18%",cancers_no_hiv,64310.477244377136,59994.51750044822,68578.183874321
"Mass TxV 90/0, 18%",cancer_deaths,58931.17008972168,54951.49146118164,63077.0531387329
"Mass TxV 90/0, 18%",ablations,794228.8212738037,,
"Mass TxV 90/0, 18%",txvs,585019.5,,
"Mass TxV 90/0, 18%",vaccinations,0.0,,
"Mass TxV 90/0, 18%",screens,12132844.846679688,,
"Mass TxV 90/0, 18%",excisions,0.0,,
"Mass TxV 90/0, 18%",leeps,472765.84824228287,,
"Mass TxV 90/0, 18%",cancer_treatments,0.0,,
"Mass TxV 50/90, 18%",cancers,63592.63976287842,59677.89435424805,68184.11761856079
"Mass TxV 50/90, 18%",cancers_with_hiv,1460.9925441741943,912.9341784477235,2087.983232259751
"Mass TxV 50/90, 18%",cancers_no_hiv,62142.072159051895,58304.174574852,66608.15223841667
"Mass TxV 50/90, 18%",cancer_deaths,57152.95890045166,53182.8115158081,61117.44684753418
"Mass TxV 50/90, 18%",ablations,822063.6206054688,,
"Mass TxV 50/90, 18%",txvs,585019.5,,
"Mass TxV 50/90, 18%",vaccinations,0.0,,
"Mass TxV 50/90, 18%",screens,12133291.713867188,,
"Mass TxV 50/90, 18%",excisions,0.0,,
"Mass TxV 50/90, 18%",leeps,478517.4788837433,,
"Mass TxV 50/90, 18%",cancer_treatments,0.0,,
HPV-Faster 18%,cancers,58064.39981460571,54076.6794052124,62231.43051681518
HPV-Faster 18%,cancers_with_hiv,1373.1244940757751,857.8304839611055,2001.0087514400484
HPV-Faster 18%,cancers_no_hiv,56598.939576625824,52703.25719466209,60781.161172580716
HPV-Faster 18%,cancer_deaths,52716.36618423462,48906.76408843995,56620.984713745114
HPV-Faster 18%,ablations,974516.1884765625,,
HPV-Faster 18%,txvs,0.0,,
HPV-Faster 18%,vaccinations,64840.6640625,,
HPV-Faster 18%,screens,12059797.846679688,,
HPV-Faster 18%,excisions,152232.140625,,
HPV-Faster 18%,leeps,476810.75200271606,,
HPV-Faster 18%,cancer_treatments,0.0,,
"Mass TxV 90/0, 35%",cancers,63023.73123550415,58544.84330825806,67639.33584289551
"Mass TxV 90/0, 35%",cancers_with_hiv,1458.013962507248,909.6577422142029,2061.771747398376
"Mass TxV 90/0, 35%",cancers_no_hiv,61498.69966816902,57204.781357860564,66002.30961737633
"Mass TxV 90/0, 35%",cancer_deaths,56795.529296875,52653.81592712403,60642.95902252198
"Mass TxV 90/0, 35%",ablations,793525.8743896484,,
"Mass TxV 90/0, 35%",txvs,1147390.0,,
"Mass TxV 90/0, 35%",vaccinations,0.0,,
"Mass TxV 90/0, 35%",screens,12228948.725585938,,
"Mass TxV 90/0, 35%",excisions,0.0,,
"Mass TxV 90/0, 35%",leeps,468798.37772989273,,
"Mass TxV 90/0, 35%",cancer_treatments,0.0,,
"Mass TxV 50/90, 35%",cancers,59217.10866546631,55060.80081481934,63227.16833114624
"Mass TxV 50/90, 35%",cancers_with_hiv,1312.0636401176453,849.7883248329165,1959.0108000278472
"Mass TxV 50/90, 35%",cancers_no_hiv,57870.79137802124,53717.461971759796,61810.854548454285
"Mass TxV 50/90, 35%",cancer_deaths,53331.44251251221,49520.35137176514,56935.22467346191
"Mass TxV 50/90, 35%",ablations,782543.8547363281,,
"Mass TxV 50/90, 35%",txvs,1147390.0,,
"Mass TxV 50/90, 35%",vaccinations,0.0,,
"Mass TxV 50/90, 35%",screens,12170336.202148438,,
"Mass TxV 50/90, 35%",excisions,0.0,,
"Mass TxV 50/90, 35%",leeps,449336.35143375397,,
"Mass TxV 50/90, 35%",cancer_treatments,0.0,,
HPV-Faster 35%,cancers,55273.47243499756,51133.84418258667,59691.00176010132
HPV-Faster 35%,cancers_with_hiv,1301.6386201381683,782.4724598884584,1890.5035089969633
HPV-Faster 35%,cancers_no_hiv,53948.00507259369,49926.924557590486,58255.327047300336
HPV-Faster 35%,cancer_deaths,50358.82118988037,46558.75072708129,54065.3644393921
HPV-Faster 35%,ablations,1131427.6727294922,,
HPV-Faster 35%,txvs,0.0,,
HPV-Faster 35%,vaccinations,260560.046875,,
